speech,label
./kaggle/input\Tess\YAF_fear\YAF_thin_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_third_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_thought_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_thumb_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_time_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_tip_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_tire_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_ton_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_tool_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_tough_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_turn_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_vine_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_voice_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_void_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_vote_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_wag_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_walk_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_wash_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_week_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_wheat_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_when_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_which_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_whip_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_white_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_wife_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_wire_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_witch_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_yearn_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_yes_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_young_fear.wav,fear
./kaggle/input\Tess\YAF_fear\YAF_youth_fear.wav,fear
./kaggle/input\Tess\YAF_happy\YAF_back_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_bar_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_base_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_bath_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_bean_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_beg_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_bite_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_boat_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_bone_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_book_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_bought_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_burn_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_cab_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_calm_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_came_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_cause_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_chain_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_chair_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_chalk_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_chat_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_check_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_cheek_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_chief_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_choice_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_cool_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_dab_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_date_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_dead_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_death_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_deep_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_dime_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_dip_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_ditch_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_dodge_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_dog_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_doll_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_door_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_fail_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_fall_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_far_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_fat_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_fit_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_five_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_food_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_gap_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_gas_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_gaze_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_germ_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_get_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_gin_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_goal_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_good_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_goose_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_gun_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_half_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_hall_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_hash_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_hate_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_have_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_haze_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_hire_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_hit_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_hole_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_home_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_hurl_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_hush_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_jail_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_jar_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_join_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_judge_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_jug_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_juice_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_keen_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_keep_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_keg_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_kick_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_kill_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_king_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_kite_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_knock_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_late_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_laud_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_lean_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_learn_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_lease_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_lid_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_life_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_limb_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_live_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_loaf_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_long_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_lore_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_lose_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_lot_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_love_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_luck_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_make_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_match_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_merge_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_mess_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_met_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_mill_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_mob_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_mode_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_mood_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_moon_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_mop_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_mouse_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_nag_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_name_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_near_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_neat_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_nice_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_note_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_numb_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_pad_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_page_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_pain_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_pass_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_pearl_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_peg_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_perch_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_phone_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_pick_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_pike_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_pole_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_pool_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_puff_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_rag_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_raid_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_rain_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_raise_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_rat_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_reach_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_read_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_red_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_ring_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_ripe_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_road_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_room_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_rose_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_rot_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_rough_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_rush_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_said_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_sail_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_search_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_seize_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_sell_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_shack_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_shall_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_shawl_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_sheep_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_shirt_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_should_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_shout_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_size_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_soap_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_soup_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_sour_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_south_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_sub_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_such_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_sure_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_take_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_talk_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_tape_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_team_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_tell_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_thin_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_third_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_thought_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_thumb_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_time_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_tip_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_tire_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_ton_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_tool_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_tough_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_turn_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_vine_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_voice_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_void_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_vote_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_wag_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_walk_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_wash_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_week_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_wheat_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_when_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_which_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_whip_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_white_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_wife_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_wire_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_witch_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_yearn_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_yes_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_young_happy.wav,happy
./kaggle/input\Tess\YAF_happy\YAF_youth_happy.wav,happy
./kaggle/input\Tess\YAF_neutral\YAF_back_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_bar_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_base_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_bath_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_bean_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_beg_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_bite_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_boat_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_bone_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_book_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_bought_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_burn_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_cab_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_calm_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_came_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_cause_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_chain_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_chair_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_chalk_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_chat_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_check_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_cheek_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_chief_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_choice_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_cool_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_dab_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_date_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_dead_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_death_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_deep_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_dime_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_dip_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_ditch_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_dodge_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_dog_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_doll_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_door_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_fail_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_fall_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_far_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_fat_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_fit_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_five_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_food_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_gap_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_gas_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_gaze_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_germ_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_get_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_gin_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_goal_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_good_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_goose_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_gun_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_half_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_hall_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_hash_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_hate_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_have_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_haze_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_hire_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_hit_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_hole_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_home_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_hurl_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_hush_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_jail_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_jar_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_join_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_judge_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_jug_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_juice_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_keen_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_keep_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_keg_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_kick_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_kill_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_king_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_kite_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_knock_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_late_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_laud_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_lean_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_learn_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_lease_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_lid_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_life_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_limb_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_live_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_loaf_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_long_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_lore_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_lose_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_lot_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_love_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_luck_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_make_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_match_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_merge_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_mess_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_met_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_mill_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_mob_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_mode_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_mood_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_moon_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_mop_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_mouse_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_nag_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_name_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_near_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_neat_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_nice_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_note_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_numb_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_pad_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_page_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_pain_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_pass_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_pearl_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_peg_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_perch_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_phone_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_pick_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_pike_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_pole_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_pool_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_puff_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_rag_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_raid_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_rain_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_raise_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_rat_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_reach_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_read_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_red_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_ring_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_ripe_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_road_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_room_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_rose_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_rot_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_rough_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_rush_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_said_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_sail_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_search_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_seize_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_sell_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_shack_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_shall_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_shawl_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_sheep_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_shirt_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_should_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_shout_neutral.wav,neutral
./kaggle/input\Tess\YAF_neutral\YAF_size_neutral.wav,neutral
